,Hotel,Price,Location,Url
0,Angkor Tiger Resort,"81,055",Siem Reap | 0.9 km from centre,https://www.booking.com/hotel/kh/angkor-tiger-resort.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=61&sr_order=popularity&srpvid=81d776e127e800fa&srepoch=1680022469&all_sr_blocks=790910903_338880460_0_42_0&highlighted_blocks=790910903_338880460_0_42_0&matching_block_id=790910903_338880460_0_42_0&sr_pri_blocks=790910903_338880460_0_42_0__2000&tpi_r=2
1,Uncle's House,"32,422",Siem Reap | 2.1 km from centre,https://www.booking.com/hotel/kh/siem-reap-uncle-s-house.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=62&sr_order=popularity&srpvid=81d776e127e800fa&srepoch=1680022469&all_sr_blocks=183944592_357547841_2_42_0&highlighted_blocks=183944592_357547841_2_42_0&matching_block_id=183944592_357547841_2_42_0&sr_pri_blocks=183944592_357547841_2_42_0__800&tpi_r=2&from_sustainable_property_sr=1
2,Pavillon Indochine Boutique - Hotel,"200,976","Charles de Gaulle, Siem Reap | 2.5 km from centre",https://www.booking.com/hotel/kh/pavillon-indochine.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=63&sr_order=popularity&srpvid=81d776e127e800fa&srepoch=1680022469&all_sr_blocks=28387101_88876480_0_41_0&highlighted_blocks=28387101_88876480_0_41_0&matching_block_id=28387101_88876480_0_41_0&sr_pri_blocks=28387101_88876480_0_41_0__4959&tpi_r=2&from_sustainable_property_sr=1
3,The Aviary Hotel,"379,298","Old French Quarter, Siem Reap | 300 m from centre",https://www.booking.com/hotel/kh/the-aviary-hotel.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=64&sr_order=popularity&srpvid=81d776e127e800fa&srepoch=1680022469&all_sr_blocks=154235903_0_2_0_0&highlighted_blocks=154235903_0_2_0_0&matching_block_id=154235903_0_2_0_0&sr_pri_blocks=154235903_0_2_0_0__9359&tpi_r=1&from_sustainable_property_sr=1
4,Sophea Villa,"64,844",Siem Reap | 0.7 km from centre,https://www.booking.com/hotel/kh/sophea-villa.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=65&sr_order=popularity&srpvid=81d776e127e800fa&srepoch=1680022469&all_sr_blocks=977350201_370048846_2_1_0&highlighted_blocks=977350201_370048846_2_1_0&matching_block_id=977350201_370048846_2_1_0&sr_pri_blocks=977350201_370048846_2_1_0__1600&tpi_r=2
5,Lotus Blanc Resort,"328,274","National Road 6, Siem Reap | 2.1 km from centre",https://www.booking.com/hotel/kh/lotus-blanc-resort.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=66&sr_order=popularity&srpvid=81d776e127e800fa&srepoch=1680022469&all_sr_blocks=43915421_265581325_0_1_0&highlighted_blocks=43915421_265581325_0_1_0&matching_block_id=43915421_265581325_0_1_0&sr_pri_blocks=43915421_265581325_0_1_0__8100&tpi_r=2&from_sustainable_property_sr=1
6,Angkor Green Gardens by Dara,"841,353","National Road 6, Siem Reap | 3.5 km from centre",https://www.booking.com/hotel/kh/angkor-green-garden-by-dara.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=67&sr_order=popularity&srpvid=81d776e127e800fa&srepoch=1680022469&all_sr_blocks=0_0_2_1_0&highlighted_blocks=0_0_2_1_0&matching_block_id=0_0_2_1_0&sr_pri_blocks=0_0_2_1_0__20760&tpi_r=1&from_sustainable_property_sr=1
7,Bayon Modern Residence,"167,784",Siem Reap | 1.5 km from centre,https://www.booking.com/hotel/kh/plumeria-residence.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=68&sr_order=popularity&srpvid=81d776e127e800fa&srepoch=1680022469&all_sr_blocks=275899004_368283891_2_1_0&highlighted_blocks=275899004_368283891_2_1_0&matching_block_id=275899004_368283891_2_1_0&sr_pri_blocks=275899004_368283891_2_1_0__4140&tpi_r=2&from_sustainable_property_sr=1
8,Realkhom Homestay,"48,876",Siem Reap | 3.2 km from centre,https://www.booking.com/hotel/kh/realkhom-homestay.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=69&sr_order=popularity&srpvid=81d776e127e800fa&srepoch=1680022469&all_sr_blocks=363744002_118991036_2_0_0&highlighted_blocks=363744002_118991036_2_0_0&matching_block_id=363744002_118991036_2_0_0&sr_pri_blocks=363744002_118991036_2_0_0__1206&tpi_r=2&from_sustainable_property_sr=1
9,The Funky Village,"51,511",Siem Reap | 0.7 km from centre,https://www.booking.com/hotel/kh/funky-flashpacker.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=70&sr_order=popularity&srpvid=81d776e127e800fa&srepoch=1680022469&all_sr_blocks=129867520_355396706_2_2_0&highlighted_blocks=129867520_355396706_2_2_0&matching_block_id=129867520_355396706_2_2_0&sr_pri_blocks=129867520_355396706_2_2_0__1271&tpi_r=2&from_sustainable_property_sr=1
10,Home Indochine D'angkor Hotel,"118,178","Wat Bo Area, Siem Reap | 1.1 km from centre",https://www.booking.com/hotel/kh/angkor-spirit-boutique.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=71&sr_order=popularity&srpvid=81d776e127e800fa&srepoch=1680022469&all_sr_blocks=61701904_369010741_0_42_0&highlighted_blocks=61701904_369010741_0_42_0&matching_block_id=61701904_369010741_0_42_0&sr_pri_blocks=61701904_369010741_0_42_0__2916&tpi_r=2&from_sustainable_property_sr=1
11,WORLD WALKERs,"28,369",Siem Reap | 0.8 km from centre,https://www.booking.com/hotel/kh/world-walker-lodge.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=72&sr_order=popularity&srpvid=81d776e127e800fa&srepoch=1680022469&all_sr_blocks=441025016_364936521_2_0_0&highlighted_blocks=441025016_364936521_2_0_0&matching_block_id=441025016_364936521_2_0_0&sr_pri_blocks=441025016_364936521_2_0_0__700&tpi_r=2&from_sustainable_property_sr=1
12,Summer Bliss Boutique,"87,459",Siem Reap | 500 m from centre,https://www.booking.com/hotel/kh/summer-bliss-boutique.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=73&sr_order=popularity&srpvid=81d776e127e800fa&srepoch=1680022469&all_sr_blocks=319851108_122742452_2_0_0&highlighted_blocks=319851108_122742452_2_0_0&matching_block_id=319851108_122742452_2_0_0&sr_pri_blocks=319851108_122742452_2_0_0__2158&tpi_r=2&from_sustainable_property_sr=1
13,Golden Temple Villa,"309,347",Siem Reap | 1.2 km from centre,https://www.booking.com/hotel/kh/golden-temple-villa-siem-reap1.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=74&sr_order=popularity&srpvid=81d776e127e800fa&srepoch=1680022469&all_sr_blocks=267158501_0_2_1_0&highlighted_blocks=267158501_0_2_1_0&matching_block_id=267158501_0_2_1_0&sr_pri_blocks=267158501_0_2_1_0__7633&tpi_r=1&from_sustainable_property_sr=1
